Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA
IRL,20/08/2012,19:45,Sligo Rovers,UC Dublin,3.0,0.0,H,1.23,5.61,11.09
IRL,24/08/2012,19:45,St. Patricks,Sligo Rovers,0.0,0.0,D,2.9,3.13,2.39
IRL,31/08/2012,19:45,Cork City,Shamrock Rovers,1.0,2.0,A,4.77,3.59,1.69
IRL,31/08/2012,19:45,Drogheda,Dundalk,3.0,2.0,H,1.69,3.5,4.93
IRL,31/08/2012,19:45,UC Dublin,Bray,3.0,1.0,H,2.71,3.22,2.47
IRL,31/08/2012,20:00,Shelbourne,Derry City,0.0,2.0,A,2.59,3.11,2.66
IRL,03/09/2012,19:45,St. Patricks,Derry City,3.0,0.0,H,1.85,3.3,4.19
IRL,03/09/2012,20:00,Sligo Rovers,Bohemians,3.0,1.0,H,1.4,4.07,8.27
IRL,07/09/2012,19:45,Bohemians,St. Patricks,2.0,3.0,A,4.09,3.23,1.9
IRL,07/09/2012,19:45,Bray,Drogheda,1.0,3.0,A,2.62,3.27,2.53
IRL,07/09/2012,19:45,Derry City,Cork City,0.0,1.0,A,1.89,3.29,4.05
IRL,07/09/2012,19:45,Dundalk,UC Dublin,1.0,2.0,A,2.3,3.25,2.92
IRL,07/09/2012,20:00,Shamrock Rovers,Shelbourne,2.0,2.0,D,1.41,4.21,7.51
IRL,10/09/2012,19:45,Cork City,Bray,2.0,0.0,H,1.86,3.41,3.99
IRL,10/09/2012,19:45,Drogheda,Derry City,2.0,1.0,H,2.42,3.2,2.8
IRL,10/09/2012,19:45,Sligo Rovers,Dundalk,3.0,0.0,H,1.16,6.75,14.49
IRL,10/09/2012,20:00,Shamrock Rovers,Bohemians,0.0,1.0,A,1.48,3.89,6.67
IRL,10/09/2012,20:00,Shelbourne,St. Patricks,0.0,2.0,A,3.96,3.38,1.88
IRL,21/09/2012,19:05,Bray,Sligo Rovers,0.0,0.0,D,6.78,4.2,1.43
IRL,21/09/2012,19:45,Bohemians,Cork City,1.0,1.0,D,2.43,3.12,2.84
IRL,21/09/2012,19:45,Derry City,UC Dublin,1.0,2.0,A,1.66,3.62,4.83
IRL,21/09/2012,19:45,Dundalk,Shelbourne,0.0,1.0,A,2.73,3.21,2.46
IRL,25/09/2012,19:45,St. Patricks,Shamrock Rovers,2.0,1.0,H,2.16,3.14,3.33
IRL,28/09/2012,19:05,Drogheda,St. Patricks,0.0,0.0,D,3.75,3.32,1.95
IRL,28/09/2012,19:45,UC Dublin,Bohemians,2.0,2.0,D,2.81,3.21,2.41
IRL,28/09/2012,20:00,Shamrock Rovers,Dundalk,7.0,0.0,H,1.23,5.66,10.8
IRL,28/09/2012,20:00,Shelbourne,Bray,0.0,0.0,D,2.33,3.2,2.94
IRL,29/09/2012,19:45,Sligo Rovers,Derry City,4.0,1.0,H,1.43,3.99,7.52
IRL,01/10/2012,19:45,Drogheda,Shelbourne,2.0,1.0,H,1.75,3.51,4.47
IRL,01/10/2012,19:45,St. Patricks,UC Dublin,5.0,0.0,H,1.44,4.11,6.87
